timeStamp,EPC,antennaID,RSSI,Phase,Channel
0.0,ABBC00000000000000000018,2,-67,-1.05116,47
0.01042628288269043,3034032F484B672F13E0C3FE,2,-59,0.04717,47
0.013889074325561523,3034031DFC532DEF13DFBD9C,2,-52,1.871936,47
0.017014741897583008,3034031DFC532DEF13DFE9BC,2,-68,1.705307,47
0.030532121658325195,3034031DFC532DEF13E0C32F,2,-67,3.082055,47
0.044824838638305664,3034031DFC532DEF13E0C31F,2,-67,1.986697,47
0.04817008972167969,3034257BF400002D07933CBD,2,-68,-2.472681,47
0.05126953125,3034031DFC532DEF13DFBD5C,2,-63,1.087976,47
0.054338932037353516,303040BA6908C616D141DD25,2,-67,0.852318,47
0.057309627532958984,3034032F4414746F13DFE9AE,2,-64,0.958834,47
0.06038236618041992,3034031DFC532DEF13E0C3CF,2,-70,-2.235777,47
0.0631718635559082,ABCD00000000000000000022,2,-70,0.124348,47
0.06589746475219727,3034031DFC532DEF13E0C3CF,2,-69,2.316311,47
0.0686182975769043,3034032F4414746F13DFE99E,2,-66,1.480387,47
0.07132172584533691,3034032F4443062F13DFE9BE,2,-65,-3.117528,47
0.07406783103942871,ABBC00000000000000000009,2,-66,-0.47237,47
0.0772254467010498,3034031DFC532DEF13E0DD7F,2,-66,-0.003068,47
0.0804603099822998,3034031DFC532DEF13E0DD7F,2,-56,-2.007501,47
0.08355593681335449,3034031DFC532DEF13E0C34F,2,-68,-1.341946,47
0.08663749694824219,3034031DFC532DEF13E0DD5F,2,-69,-0.501516,47
0.08966469764709473,3034257BF400002D079392DD,2,-61,1.050106,47
0.18534231185913086,3034257BF400002D079392DD,2,-61,2.816868,48
0.19597768783569336,3034031DFC532DEF13E0C3CF,2,-71,-0.73957,48
0.2006826400756836,E28011606000020507924ABD,2,-54,2.476516,48
0.20563268661499023,3034031DFC532DEF13E0DD7F,2,-52,-0.589336,48
0.2104663848876953,3034031DFC532DEF13DFBD9C,2,-52,3.114364,48
